"Juokseva numerointi";"Valtakunnallinen ID tsekattu";"Valtakunnallinen ID";"Ylläpitäjä organisaation nimi/lyhenne";"Kuntanumero";"Ylläpitäjän sisäinen pysäkki-ID";"Pysäkin nimi";"Pysäkin nimi SE";"X koord / Itä";"Y koord / Pohjoinen";"Koordinaatisto / vertausjärjestelmä";"Suunta, asteissa";"X_ETRS-TM35FIN";"Y_ETRS-TM35FIN";"suuntasarake";"suuntasarake2";"Suunta kansalaisen näkökulmasta";"Pysäkin tyyppi";"PYS_TY";"Pysäkin tunnus matkustajalle";"Tienumero";"Katuosoite";"Kunta";"Pysäkin varusteet";"varusteet_muokkaussarake";"PYSAKKI_KA";"Pysäkin saavutettavuus";"Esteettömyys-tiedot";"Voimassa alkaen";"Voimassa asti";"Muokattu";"Muokkaaja";"Maksuvyöhyke-viranomainen";"Maksu-vyöhyke";;;;"Digiroadista etsitty valtakunnallien tunniste"
10834;;138651;"Lahti";560;;"SALUSTENKULMA";;"25.4974";"60.7993";;;418223.28;6741368.92;;;"Länteen";3;3;;;;;;;1;;;;;;;;;;;;
10835;;138652;"Lahti";560;;"SALUSTENKULMA";;"25.4983";"60.7992";;;418272;6741356.67;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
10836;;138653;"Lahti";560;;"Huhdanojantie 800";;"25.5201";"60.8011";;;419463.07;6741541.3;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
10837;;138654;"Lahti";560;;"Huhdanojantie 800";;"25.5213";"60.8007";;;419527.36;6741495.29;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
10838;;138655;"Lahti";560;;"Likotie";;"25.5395";"60.7946";;;420502.6;6740793.8;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
10839;;138656;"Lahti";560;;"Likotie";;"25.5407";"60.7946";;;420567.91;6740792.35;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
10840;;138657;"Lahti";560;;"HUHDANOJA";;"25.5506";"60.7926";;;421101.8;6740557.68;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
10841;;138658;"Lahti";560;;"Juonalantie";;"25.7206";"60.8101";;;430392.9;6742314.23;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
10842;;138659;"Lahti";560;;"Juonalantie";;"25.7177";"60.8098";;;430234.49;6742283.9;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
10843;;138660;"Lahti";560;;"Luhtikyläntie 152";;"25.7017";"60.8096";;;429363.62;6742278.74;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
10844;;138661;"Lahti";560;;"Luhtikyläntie 152";;"25.7008";"60.8097";;;429314.88;6742290.85;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
10845;;138662;"Lahti";560;;"Tyynenkuja";;"25.6948";"60.8101";;;428989.35;6742341.87;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
10846;;138663;"Lahti";560;;"Tyynenkuja";;"25.6934";"60.8101";;;428913.19;6742343.39;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
10847;;138664;"Lahti";560;;"Niemenkylä";;"25.6843";"60.8103";;;428418.59;6742375.55;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
10848;;138665;"Lahti";560;;"RAUTAMÄKITH";;"25.6927";"60.8853";;;429042.02;6750718.93;;;"Itään";4;4;;;;;" ";;1;;;;;;;;;;;;
10849;;138666;"Lahti";560;;"Lähteenmäentie";;"25.7000";"60.8889";;;429446.16;6751111.97;;;"Pohjoiseen";4;4;;;;;" ";;1;;;;;;;;;;;;
10850;;138667;"Lahti";560;;"Lähteenmäentie";;"25.7010";"60.8899";;;429502.64;6751222.27;;;"Etelään";4;4;;;;;" ";;1;;;;;;;;;;;;
10851;;138668;"Lahti";560;;"Pennala";;"25.7027";"60.8932";;;429602.16;6751587.95;;;"Etelään";4;4;;;;;"katos";;2;;;;;;;;;;;;
10852;;138669;"Lahti";560;;"Pennala";;"25.7026";"60.8934";;;429597.17;6751610.33;;;"Pohjoiseen";4;4;;;;;"katos";;2;;;;;;;;;;;;
10853;;138670;"Lahti";560;;"Rajamäentie";;"25.6940";"60.9059";;;429158.27;6753011.69;;;"Etelään";4;4;;;;;"katos";;2;;;;;;;;;;;;
10854;;138671;"Lahti";560;;"Rajamäentie";;"25.6931";"60.9064";;;429110.57;6753068.35;;;"Pohjoiseen";4;4;;;;;"katos";;2;;;;;;;;;;;;
10855;;138672;"Lahti";560;;"Pasina";;"25.6884";"60.9100";;;428863.67;6753474.36;;;"Etelään";4;4;;;;;"katos";;2;;;;;;;;;;;;
10856;;138673;"Lahti";560;;"Pasina";;"25.6883";"60.9107";;;428859.81;6753552.43;;;"Pohjoiseen";4;4;;;;;"katos";;2;;;;;;;;;;;;
10022;;138674;"Lahti";398;;"VAARINPELLONTIE";;"25.6882";"60.9158";;;428865.75;6754120.51;;;"Pohjoiseen";4;4;;;;;" ";;1;;;;;;;;;;;;
10023;;138675;"Lahti";398;;"VAARINPELLONTIE";;"25.6880";"60.9164";;;428856.25;6754187.55;;;"Etelään";4;4;;;;;" ";;1;;;;;;;;;;;;
10024;;138676;"Lahti";398;;"Näkkimistö";;"25.6864";"60.9197";;;428776.86;6754556.8;;;"Länteen";4;4;;;;;" ";;1;;;;;;;;;;;;
10025;;138677;"Lahti";398;;"Näkkimistö";;"25.6852";"60.9202";;;428712.92;6754613.79;;;"Itään";4;4;;;;;" ";;1;;;;;;;;;;;;
10026;;138678;"Lahti";398;;"ÄMMÄLÄNTIE";;"25.6830";"60.9242";;;428602.6;6755061.66;;;"Pohjoiseen";4;4;;;;;"katos";;2;;;;;;;;;;;;
10027;;138679;"Lahti";398;;"ÄMMÄLÄNTIE";;"25.6829";"60.9244";;;428597.62;6755084.04;;;"Etelään";4;4;;;;;" ";;1;;;;;;;;;;;;
10028;;138680;"Lahti";398;;"VITSAKATU";;"25.6785";"60.9264";;;428363.6;6755311.57;;;"Etelään";4;4;;;;;" ";;1;;;;;;;;;;;;
10029;;138681;"Lahti";398;;"VITSAKATU";;"25.6771";"60.9269";;;428288.84;6755368.79;;;"Pohjoiseen";4;4;;;;;"katos";;2;;;;;;;;;;;;
10030;;138682;"Lahti";398;;"KIERTOKATU";;"25.6736";"60.9296";;;428105.22;6755673.32;;;"Länteen";4;4;;;;;" ";;1;;;;;;;;;;;;
10031;;138683;"Lahti";398;;"KIERTOKATU";;"25.6734";"60.9297";;;428094.61;6755684.67;;;"Itään";4;4;;;;;" ";;1;;;;;;;;;;;;
10032;;138684;"Lahti";398;;"TAROLANKATU";;"25.6696";"60.9310";;;427891.59;6755833.62;;;"Itään";4;4;;;;;" ";;1;;;;;;;;;;;;
10033;;138685;"Lahti";398;;"TAROLANKATU";;"25.6681";"60.9312";;;427810.75;6755857.55;;;"Länteen";4;4;;;;;"katos";;2;;;;;;;;;;;;
10034;;138686;"Lahti";398;;"Johtokatu";;"25.6644";"60.9315";;;427610.91;6755895.04;;;"Itään";4;4;;;;;" ";;1;;;;;;;;;;;;
10035;;138687;"Lahti";398;;"Johtokatu";;"25.6635";"60.9316";;;427562.37;6755907.17;;;"Länteen";4;4;;;;;" ";;1;;;;;;;;;;;;
10036;;138688;"Lahti";398;;"OTAVANTIE";;"25.6586";"60.9313";;;427296.13;6755879.19;;;"Itään";4;4;;;;;" ";;1;;;;;;;;;;;;
10037;;138689;"Lahti";398;;"OTAVANTIE";;"25.6582";"60.9312";;;427274.22;6755868.49;;;"Länteen";4;4;;;;;" ";;1;;;;;;;;;;;;
10038;;138690;"Lahti";398;;"Lakkitehtaantie";;"25.6526";"60.9315";;;426971.42;6755908.13;;;"Itään";4;4;;;;;" ";;1;;;;;;;;;;;;
10039;;138691;"Lahti";398;;"Lakkitehtaantie";;"25.6518";"60.9317";;;426928.52;6755931.29;;;"Länteen";4;4;;;;;" ";;1;;;;;;;;;;;;
10040;;138692;"Lahti";398;;"RENKOMÄENKOULU";;"25.6488";"60.9329";;;426768.69;6756068.28;;;"Etelään";4;4;;;;;" ";;1;;;;;;;;;;;;
10041;;138693;"Lahti";398;;"RENKOMÄENKOULU";;"25.6483";"60.9333";;;426742.52;6756113.39;;;"Pohjoiseen";4;4;;;;;" ";;1;;;;;;;;;;;;
10042;;138694;"Lahti";398;;"VALOKATU";;"25.6439";"60.9368";;;426512.14;6756508.1;;;"Etelään";4;4;;;;;" ";;1;;;;;;;;;;;;
10043;;138695;"Lahti";398;;"VALOKATU";;"25.6434";"60.9379";;;426487.58;6756631.16;;;"Pohjoiseen";4;4;;;;;" ";;1;;;;;;;;;;;;
10857;;138696;"Lahti";560;;"HEINÄMAAN TH ";;"25.8050";"60.8650";;;435095.78;6748341.83;;;"Itään";3;3;;;;;;;1;;;;;;;;;;;;
10858;;138697;"Lahti";560;;"HEVOSTALLI ";;"25.8111";"60.8666";;;435430.3;6748514;;;"Itään";3;3;;;;;;;1;;;;;;;;;;;;
10859;;138698;"Lahti";560;;"HEVOSTALLI ";;"25.8122";"60.8673";;;435491.45;6748590.87;;;"Länteen";3;3;;;;;;;1;;;;;;;;;;;;
10860;;138699;"Lahti";560;;"HEINÄMAAN KOULU ";;"25.8156";"60.8691";;;435679.71;6748788;;;"Länteen";3;3;;;;;;;1;;;;;;;;;;;;
10861;;138700;"Lahti";560;;"HEINÄMAAN RAITTI ";;"25.8192";"60.8705";;;435878;6748940.39;;;"Pohjoiseen";3;3;;;;;"katos";;2;;;;;;;;;;;;
10862;;138701;"Lahti";560;;"JURSALA ";;"25.8133";"60.8747";;;435566.1;6749413.93;;;"Itään";3;3;;;;;"katos";;2;;;;;;;;;;;;
10863;;138702;"Lahti";560;;"Ylikoskentie";;"25.8204";"60.8727";;;435947.57;6749184.23;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
10864;;138703;"Lahti";560;;"Ylikoskentie";;"25.8210";"60.8723";;;435979.34;6749139.1;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
10865;;138704;"Lahti";560;;"HEINÄMAA";;"25.8196";"60.8709";;;435900.52;6748984.55;;;"Etelään";3;3;;;;;"katos";;2;;;;;;;;;;;;
10866;;138705;"Lahti";560;;"HEINÄMAAN RAITTI ";;"25.8202";"60.8704";;;435932.1;6748928.28;;;"Pohjoiseen";3;3;;;;;"katos";;2;;;;;;;;;;;;
10867;;138706;"Lahti";560;;"Vaukkari th";;"25.9085";"60.7775";;;440554.71;6738498.89;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
9233;;139278;"Lahti";316;;"Lappila";;"25.1722";"60.8466";;;400674.38;6747084.93;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
9234;;139279;"Lahti";316;;"Lappila";;"25.1735";"60.8470";;;400746.26;6747127.5;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
9235;;139280;"Lahti";316;;"Lappilan koulu";;"25.1783";"60.8469";;;401006.74;6747109.11;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
9236;;139320;"Lahti";316;;"Marttila";;"25.3725";"60.8120";;;411461.79;6742945.27;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
9237;;139321;"Lahti";316;;"Keituri";;"25.4207";"60.8338";;;414142.02;6745308.83;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
9238;;139448;"Lahti";316;;"ORIHARO";;"25.1514";"60.8842";;;399662.32;6751303.43;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
9239;;139449;"Lahti";316;;"ORIHARO";;"25.1522";"60.8848";;;399707.61;6751369.02;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
9240;;139450;"Lahti";316;;"Kärkölän hautausmaa";;"25.2486";"60.9126";;;405021.71;6754321.1;;;"Lounaaseen";3;3;;;;;" ";;1;;;;;;;;;;;;
9241;;139451;"Lahti";316;;"Tolkko";;"25.2528";"60.8637";;;405104.32;6748869.75;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
9242;;139452;"Lahti";316;;"Tolkko";;"25.2537";"60.8639";;;405153.79;6748890.71;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
9243;;139454;"Lahti";316;;"Sahanmäki";;"25.2615";"60.8655";;;405582.08;6749057.63;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
9244;;139455;"Lahti";316;;"Järvelän yläaste";;"25.2699";"60.8670";;;406042.62;6749212.6;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
9245;;139456;"Lahti";316;;"Järvelän yläaste";;"25.2699";"60.8669";;;406042.32;6749201.46;;;"Itään";3;3;;;;;;;1;;;;;;;;;;;;
8650;;139661;"Lahti";98;;"Tenniläntie Kukonkoivu";;"25.4172";"60.9809";;;414347.31;6761694.56;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;"#NIMI?"
10044;;139662;"Lahti";398;;"Ojansuuntie";;"25.5724";"60.9632";;;422701.98;6759530.43;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
10045;;139663;"Lahti";398;;"Ojansuuntie";;"25.5716";"60.9629";;;422657.94;6759497.96;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
8651;;139664;"Lahti";98;;"Eskolantie";;"25.5654";"60.9591";;;422313.01;6759082.1;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
8652;;139665;"Lahti";98;;"Eskolantie";;"25.5649";"60.9581";;;422283.49;6758971.33;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
8653;;139666;"Lahti";98;;"NOSTAVA";;"25.5470";"60.9448";;;421281.4;6757511.54;;;"Pohjoiseen";3;3;;;;;"katos";;2;;;;;;;;;;;;
8654;;139667;"Lahti";98;;"HAKOSILTA";;"25.5282";"60.9304";;;420226.98;6755930.63;;;"Pohjoiseen";4;4;;;;;"katos";;2;;;;;;;;;;;;
8655;;139668;"Lahti";98;;"Herralan saha";;"25.4898";"60.9040";;;418078.18;6753037.99;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
8656;;139669;"Lahti";98;;"Herralan saha";;"25.4895";"60.9032";;;418059.85;6752949.28;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
8657;;139670;"Lahti";98;;"Nostavantie 978";;"25.4836";"60.8992";;;417729.53;6752511.22;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
8658;;139671;"Lahti";98;;"Nostavantie 978";;"25.4824";"60.8989";;;417663.66;6752479.31;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
8659;;139676;"Lahti";98;;"KALLIOTIE";;"25.6254";"60.9263";;;425485.19;6755359.63;;;"Etelään";3;3;;;;;"katos";;2;;;;;;;;;;;;
10046;;139677;"Lahti";398;;"Juttukatu";;"25.6836";"60.9259";;;428638.92;6755250.33;;;"Pohjoiseen";2;2;;;;;" ";;1;;;;;;;;;;;;
10047;;139678;"Lahti";398;;"Tarunpellonkatu";;"25.6874";"60.9287";;;428851.14;6755558.03;;;"Pohjoiseen";2;2;;;;;" ";;1;;;;;;;;;;;;
10048;;139679;"Lahti";398;;"Ämmälä";;"25.7005";"60.9335";;;429571.76;6756078.45;;;"Länteen";2;2;;;;;" ";;1;;;;;;;;;;;;
10252;;139680;"Lahti";532;;"LÄHDETIE ";;"25.8058";"60.9466";;;435304.77;6757428.85;;;"Itään";3;3;;;;;;;1;;;;;;;;;;;;
10253;;139681;"Lahti";532;;"LÄHDETIE ";;"25.8038";"60.9466";;;435196.43;6757430.82;;;"Länteen";3;3;;;;;;;1;;;;;;;;;;;;
10254;;139682;"Lahti";532;;"HEPOLANTIE ";;"25.8013";"60.9466";;;435061;6757433.3;;;"Itään";3;3;;;;;;;1;;;;;;;;;;;;
10255;;139683;"Lahti";532;;"KOKKILANTIE ";;"25.7976";"60.9459";;;434859.14;6757359.01;;;"Länteen";3;3;;;;;;;1;;;;;;;;;;;;
10256;;139684;"Lahti";532;;"KOKKILANTIE ";;"25.7967";"60.9454";;;434809.37;6757304.22;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
10257;;139685;"Lahti";532;;"TAMMENTIE ";;"25.7952";"60.9447";;;434726.67;6757227.75;;;"Etelään";3;3;;;;;;;1;;;;;;;;;;;;
10258;;139686;"Lahti";532;;"KÄPYTIE ";;"25.7944";"60.9430";;;434679.85;6757039.22;;;"Etelään";3;3;;;;;;;1;;;;;;;;;;;;
10259;;139687;"Lahti";532;;"KÄPYTIE ";;"25.7943";"60.9423";;;434673;6756961.36;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
10260;;139688;"Lahti";532;;"KALLIOKUMPU ";;"25.7899";"60.9350";;;434419.61;6756152.75;;;"Itään";3;3;;;;;;;1;;;;;;;;;;;;
10261;;139689;"Lahti";532;;"KALLIOKUMPU ";;"25.7880";"60.9347";;;434316.03;6756121.24;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
10262;;139690;"Lahti";532;;"RUUSULANTIE TH ";;"25.7845";"60.9331";;;434123.06;6755946.56;;;"Itään";3;3;;;;;;;1;;;;;;;;;;;;
10263;;139691;"Lahti";532;;"RUUSULANTIE TH ";;"25.7828";"60.9327";;;434030.1;6755903.72;;;"Länteen";3;3;;;;;;;1;;;;;;;;;;;;
10264;;139692;"Lahti";532;;"ILOLANTIE ";;"25.7736";"60.9290";;;433523.81;6755500.95;;;"Pohjoiseen";3;3;;;;;;;1;;;;;;;;;;;;
10265;;139693;"Lahti";532;;"ILOLANTIE ";;"25.7724";"60.9281";;;433456.89;6755401.93;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
10266;;139694;"Lahti";532;;"LANKILANTIE 557 ";;"25.7731";"60.9252";;;433488.79;6755078.25;;;"Pohjoiseen";3;3;;;;;;;1;;;;;;;;;;;;
10267;;139695;"Lahti";532;;"LANKILANTIE 557 ";;"25.7731";"60.9246";;;433487.54;6755011.43;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
10268;;139696;"Lahti";532;;"MARTTILANTIE ";;"25.7662";"60.9211";;;433106.17;6754628.65;;;"Pohjoiseen";3;3;;;;;;;1;;;;;;;;;;;;
10269;;139697;"Lahti";532;;"MARTTILANTIE ";;"25.7652";"60.9206";;;433050.91;6754573.99;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
10868;;139698;"Lahti";560;;"Lankilantie 230";;"25.7313";"60.9062";;;431182.02;6753005.38;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
10869;;139699;"Lahti";560;;"Lankilantie 230";;"25.7312";"60.9053";;;431174.65;6752905.25;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
10870;;139700;"Lahti";560;;"Köylijoentie";;"25.7292";"60.9020";;;431059.05;6752539.83;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
10871;;139701;"Lahti";560;;"Köylijoentie";;"25.7265";"60.9009";;;430910.21;6752420.17;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
10872;;139702;"Lahti";560;;"Asemantie";;"25.7225";"60.8990";;;430689.1;6752212.79;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
10873;;139703;"Lahti";560;;"Asemantie";;"25.7203";"60.8986";;;430568.88;6752170.57;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
10874;;139704;"Lahti";560;;"Pennalan koulu";;"25.7137";"60.8963";;;430205.79;6751921.43;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
10875;;139705;"Lahti";560;;"Pennalan koulu";;"25.7131";"60.8960";;;430172.58;6751888.66;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
8660;;139712;"Lahti";98;;"MESSILÄHOTELLITH";;"25.5600";"61.0120";;;422150.12;6764979.76;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
8661;;139713;"Lahti";98;;"MESSILÄHOTELLITH";;"25.5616";"61.0123";;;422237.35;6765011.27;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
8662;;139714;"Lahti";98;;"Uskila Isomyllyntie";;"25.3959";"61.0385";;;413351.95;6768137.02;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
8663;;139715;"Lahti";98;;"Uskila Isomyllyntie";;"25.3957";"61.0386";;;413341.42;6768148.42;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
8664;;139716;"Lahti";98;;"Multamäki";;"25.3850";"61.0442";;;412778.91;6768786.26;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
8665;;139717;"Lahti";98;;"Multamäki";;"25.3843";"61.0444";;;412741.66;6768809.46;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
8666;;139718;"Lahti";98;;"Hammontie";;"25.3728";"61.0480";;;412130.64;6769225.74;;;"Etelään";3;3;;;;;;;1;;;;;;;;;;;;
8667;;139719;"Lahti";98;;"Hammontie";;"25.3720";"61.0482";;;412088;6769249.09;;;"Pohjoiseen";3;3;;;;;;;1;;;;;;;;;;;;
8668;;139720;"Lahti";98;;"Koveroistenjärvi";;"25.3591";"61.0517";;;411401.27;6769656.24;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
8669;;139721;"Lahti";98;;"Koveroistenjärvi";;"25.3588";"61.0518";;;411385.35;6769667.79;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
8670;;139722;"Lahti";98;;"LATOJANTIE";;"25.6674";"61.0358";;;428009.79;6767507.45;;;"Länteen";2;2;;;;;" ";;1;;;;;;;;;;;;
8671;;139723;"Lahti";98;;"LATOJANTIE";;"25.6673";"61.0357";;;428004.16;6767496.42;;;"Itään";2;2;;;;;" ";;1;;;;;;;;;;;;
8672;;139724;"Lahti";98;;"NOROLANTIE";;"25.6585";"61.0375";;;427532.92;6767706.59;;;"Etelään";2;2;;;;;;;1;;;;;;;;;;;;
8673;;139725;"Lahti";98;;"NOROLANTIE";;"25.6584";"61.0381";;;427528.88;6767773.52;;;"Pohjoiseen";2;2;;;;;"katos";;2;;;;;;;;;;;;
8674;;139726;"Lahti";98;;"KUKKILANKUJA";;"25.6549";"61.0409";;;427346.25;6768089.23;;;"Itään";3;3;;;;;;;1;;;;;;;;;;;;
8675;;139727;"Lahti";98;;"KUKKILANKUJA";;"25.6544";"61.0412";;;427319.93;6768123.2;;;"Länteen";3;3;;;;;;;1;;;;;;;;;;;;
10049;;139729;"Lahti";398;;"SILNIÄNTIE";;"25.8176";"61.0159";;;436083.28;6765135.31;;;"Etelään";4;4;;;;;" ";;1;;;;;;;;;;;;
10050;;139730;"Lahti";398;;"SILNIÄNTIE";;"25.8182";"61.0166";;;436117.12;6765212.69;;;"Pohjoiseen";4;4;;;;;" ";;1;;;;;;;;;;;;
10051;;139731;"Lahti";398;;"HEIKINPELLONTIE";;"25.8191";"61.0183";;;436169.18;6765401.14;;;"Etelään";4;4;;;;;" ";;1;;;;;;;;;;;;
10052;;139732;"Lahti";398;;"HEIKINPELLONTIE";;"25.8193";"61.0191";;;436181.6;6765490.05;;;"Pohjoiseen";4;4;;;;;" ";;1;;;;;;;;;;;;
10053;;139733;"Lahti";398;;"Hiekkanummi";;"25.8178";"61.0225";;;436107.36;6765870.17;;;"Etelään";2;2;;;;;" ";;1;;;;;;;;;;;;
10054;;139734;"Lahti";398;;"Hiekkanummi";;"25.8172";"61.0234";;;436076.75;6765970.99;;;"Etelään";4;4;;;;;" ";;1;;;;;;;;;;;;
10055;;139735;"Lahti";398;;"Hiekkanummi";;"25.8165";"61.0246";;;436041.33;6766105.32;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
10270;;139736;"Lahti";532;;"Kumiantie";;"25.8480";"61.0439";;;437781.35;6768224.47;;;"Etelään";4;4;;;;;"katos";;2;;;;;;;;;;;;
10271;;139737;"Lahti";532;;"Taustatie";;"25.8591";"61.0641";;;438420.02;6770463.72;;;"Etelään";3;3;;;;;"katos";;2;;;;;;;;;;;;
8944;;139738;"Lahti";111;;"Mäkeläntie";;"25.8869";"61.0912";;;439971.75;6773456.15;;;"Etelään";3;3;;;;;" ";;1;;;;;;;;;;;;
10272;;139739;"Lahti";532;;"Kumia";;"25.9445";"60.9792";;;442876.79;6760930.67;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
10273;;139740;"Lahti";532;;"SEURAKUNTATALO ";;"25.9348";"60.9479";;;442295.19;6757453.17;;;"Itään";3;3;;;;;;;1;;;;;;;;;;;;
10274;;139741;"Lahti";532;;"SEURAKUNTATALO ";;"25.9353";"60.9479";;;442322.27;6757452.73;;;"Länteen";3;3;;;;;;;1;;;;;;;;;;;;
10275;;139742;"Lahti";532;;"IMMILÄNTIE ";;"25.9402";"60.9465";;;442585.18;6757292.5;;;"Länteen";3;3;;;;;;;1;;;;;;;;;;;;
10276;;139743;"Lahti";532;;"IMMILÄNTIE ";;"25.9425";"60.9463";;;442709.42;6757268.22;;;"Itään";3;3;;;;;;;1;;;;;;;;;;;;
10277;;139744;"Lahti";532;;"Vehkosillantie 6";;"25.9526";"60.9464";;;443256.74;6757270.57;;;"Etelään";3;3;;;;;;;1;;;;;;;;;;;;
10278;;139745;"Lahti";532;;"Katajatie ";;"25.9546";"60.9473";;;443366.68;6757369.07;;;"Etelään";3;3;;;;;;;1;;;;;;;;;;;;
10279;;139746;"Lahti";532;;"Katajatie ";;"25.9554";"60.9478";;;443410.9;6757424.07;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
8676;;139748;"Lahti";98;;"PALOTIE";;"25.6667";"61.0613";;;428029.82;6770348.13;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
8556;;139749;"Lahti";98;;"SÖYRILÄNTIE";;"25.6648";"61.0645";;;427934.54;6770706.61;;;"Etelään";3;3;;;;;"katos";;2;;;;;;;;;;;;
8557;;139750;"Lahti";98;;"SÖYRILÄNTIE";;"25.6647";"61.0648";;;427929.82;6770740.13;;;"Pohjoiseen";3;3;;;;;" ";;1;;;;;;;;;;;;
8677;;139751;"Lahti";98;;"KUOPPAMÄKI";;"25.6605";"61.0673";;;427708.85;6771023.18;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
8678;;139752;"Lahti";98;;"PELTO-ESKOLANTIE";;"25.6523";"61.0690";;;427270.25;6771221.59;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
8679;;139753;"Lahti";98;;"PELTO-ESKOLANTIE";;"25.6517";"61.0693";;;427238.56;6771255.67;;;"Länteen";3;3;;;;;;;1;;;;;;;;;;;;
8680;;139754;"Lahti";98;;"KUOPPALANTIE";;"25.6437";"61.0692";;;426806.65;6771253.45;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
8681;;139755;"Lahti";98;;"KUOPPALANTIE";;"25.6429";"61.0691";;;426763.25;6771243.21;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
8682;;139756;"Lahti";98;;"SIMOLANTIE";;"25.6364";"61.0692";;;426412.74;6771261.64;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
8683;;139757;"Lahti";98;;"SIMOLANTIE";;"25.6354";"61.0694";;;426359.25;6771285.04;;;"Itään";3;3;;;;;" ";;1;;;;;;;;;;;;
8684;;139758;"Lahti";98;;"SIPILÄNMUTKA";;"25.6313";"61.0706";;;426140.81;6771423.3;;;"Länteen";3;3;;;;;" ";;1;;;;;;;;;;;;
